TableS4 TF-DORC pairs with strong cis-regulations,,,,,,,,,
DORC,TF,Enrichment.Z,Enrichment.P,Enrichment.log10P,Corr,Corr.Z,Corr.P,Corr.log10P,Score
ERGIC1,THRB,3.050815,0.002282214,2.641644,0.3602307,3.128177,0.001758944,2.754748,2.393926
F3,KLF8,3.011336,0.002601005,2.584859,0.1689447,2.256144,0.02406159,1.618676,1.575118
FAM180B,FOS,6.918057,4.58E-12,11.33925,-0.2015397,-2.537733,0.01115731,-1.95244,-1.95244
FAM180B,CEBPB,3.640018,0.000272619,3.564445,0.2731261,2.778251,0.005465234,2.262391,2.241363
FAM180B,NR6A1,3.287908,0.001009349,2.995959,-0.3044005,-3.689714,0.000224506,-3.648771,-2.908815
FAM180B,GLI3,3.014058,0.002577785,2.588753,0.2549285,2.574448,0.01004002,1.998266,1.899908
FAM20A,NR4A3,4.591641,4.40E-06,5.35677,0.2472309,2.358886,0.0183299,1.73684,1.736738
FAM20A,NR6A1,3.40489,0.000661907,3.179203,-0.3013837,-3.377552,0.00073134,-3.135881,-2.856123
FAM20A,NR1H3,2.92898,0.003400759,2.468424,0.2927327,2.834663,0.004587404,2.338433,2.098402
FAM20A,JDP2,2.628973,0.008564315,2.067307,-0.2075155,-2.396045,0.01657306,-1.780597,-1.602139
FCGRT,FOS,5.948855,2.70E-09,8.568596,-0.3196871,-3.34833,0.000813001,-3.089909,-3.089907
FCGRT,NR6A1,2.57698,0.009966784,2.001445,-0.2904383,-3.059364,0.002218076,-2.654024,-1.914968
FCGRT,GLI3,2.498493,0.01247225,1.904055,0.2990603,2.764646,0.005698458,2.244243,1.74233
GRID1,FOS,6.704528,2.02E-11,10.69452,-0.2917705,-3.351609,0.000803433,-3.09505,-3.09505
GRID1,GLI3,3.159669,0.001579483,2.801485,0.2401621,2.439271,0.01471691,1.832183,1.788529
GRID1,CEBPD,2.642944,0.008218855,2.085189,-0.2572803,-2.976132,0.00291909,-2.534753,-1.954131
GRID1,ZNF480,2.630403,0.00852837,2.069134,-0.2214814,-2.586408,0.009698213,-2.013308,-1.74127
IGF2R,FOS,5.74938,8.96E-09,8.047832,-0.2084033,-2.614282,0.008941523,-2.048589,-2.048588
IGF2R,DDIT3,4.353509,1.34E-05,4.872974,0.2185804,2.234555,0.02544657,1.594371,1.594148
IGF2R,CEBPB,3.023948,0.002494989,2.602931,0.2374022,2.448296,0.01435335,1.843047,1.774367
IGF2R,NR1H3,2.892133,0.003826357,2.417215,0.2378023,2.45284,0.01417333,1.848528,1.746046
IGF2R,ZNF711,2.53819,0.01114276,1.953007,0.2281938,2.343726,0.0190922,1.719144,1.522557
ITGA2,FOS,11.32431,9.95E-30,29.00238,-0.3326228,-3.075963,0.002098237,-2.678145,-2.678145
ITGA2,JUNB,11.24981,2.32E-29,28.63435,-0.3048834,-2.835708,0.004572421,-2.339854,-2.339854
ITGA2,FOSL2,10.7805,4.26E-27,26.37105,0.2928178,2.341072,0.01922847,1.716055,1.716055
ITGA2,FOSL1,9.275965,1.76E-20,19.75444,0.3008154,2.41034,0.01593764,1.797576,1.797576
ITGA2,JDP2,8.34584,7.07E-17,16.15052,0.2889167,2.307284,0.02103899,1.676975,1.676975
ITGA2,ATF4,3.780745,0.00015636,3.805876,0.3000992,2.404137,0.01621069,1.790198,1.786097
ITGA2,CREB5,2.740642,0.006131934,2.212403,0.3779266,3.078212,0.002082467,2.681422,2.0861
ITGB3BP,FOS,5.016512,5.26E-07,6.278866,-0.2469683,-3.2888,0.001006155,-2.997335,-2.997108
ITGB3BP,JUNB,4.742958,2.11E-06,5.676501,-0.1537781,-2.172442,0.02982233,-1.525458,-1.525429
ITGB3BP,GLI3,3.456263,0.000547721,3.261441,0.2353363,2.488894,0.01281412,1.892311,1.874362
ITGB3BP,ZNF711,2.636507,0.008376442,2.07694,0.2371322,2.510407,0.01205921,1.918681,1.691763
JAKMIP2,JUND,4.109693,3.96E-05,4.402101,0.2415717,2.637517,0.00835154,2.078233,2.076195
JAKMIP2,JUNB,4.016196,5.91E-05,4.228081,-0.1926914,-2.246115,0.02469665,-1.607362,-1.606349
JAKMIP2,JDP2,3.540157,0.000399889,3.39806,0.236157,2.576625,0.009976998,2.001,1.9841
JAKMIP2,NFE2L2,3.018774,0.002537994,2.595509,-0.2176721,-2.527042,0.01150276,-1.939198,-1.853513
JARID2,JUNB,7.60071,2.95E-14,13.5309,-0.2570477,-2.61013,0.009050775,-2.043314,-2.043314
JARID2,FOS,6.815702,9.38E-12,11.02778,-0.3215044,-3.21607,0.001299592,-2.886193,-2.886193
JARID2,FOSL2,5.883234,4.02E-09,8.395422,0.2752658,2.394001,0.01666569,1.778177,1.778176
JARID2,KLF4,3.027918,0.002462451,2.608632,-0.2171388,-2.234958,0.0254201,-1.594823,-1.555644
KHDRBS3,JUNB,8.835301,9.98E-19,18.00074,-0.2026647,-2.584094,0.009763509,-2.010394,-2.010394
KHDRBS3,FOS,8.351125,6.76E-17,16.16995,-0.2092426,-2.662402,0.007758517,-2.110221,-2.110221
KHDRBS3,MSANTD3,2.818178,0.004829696,2.31608,0.2272373,2.533738,0.01128532,1.947486,1.794241
LASP1,RREB1,2.263933,0.02357821,1.627489,-0.1609431,-2.760811,0.005765795,-2.239141,-1.534497
LDLRAP1,FOS,6.618404,3.63E-11,10.43998,-0.1917211,-2.440707,0.01465854,-1.833909,-1.833909
LDLRAP1,GLI3,3.097087,0.001954323,2.709004,0.2243126,2.253423,0.02423248,1.615602,1.582704
LDLRAP1,CEBPB,2.516986,0.01183634,1.926783,0.2512146,2.55696,0.01055915,1.976371,1.65227
LDLRAP1,ZBTB20,2.392254,0.01674527,1.776108,-0.2613237,-3.226036,0.001255175,-2.901296,-1.745224
LINC01050,GLIS3,3.455306,0.000549668,3.259899,-0.1499966,-2.269361,0.02324638,-1.633645,-1.623728
LINC01050,JDP2,3.211893,0.001318637,2.879875,-0.1544483,-2.329637,0.01982532,-1.70278,-1.675351
LINC01050,GLI3,3.18614,0.001441848,2.84108,0.2058797,2.549255,0.01079534,1.966764,1.912871
LINC01050,NR6A1,3.156933,0.001594381,2.797408,-0.2491155,-3.611444,0.000304496,-3.516418,-2.721614
LINC01050,CREB5,2.494805,0.01260265,1.899538,-0.1773771,-2.640097,0.008288228,-2.081538,-1.68222
LRP1,JUND,7.384616,1.53E-13,12.81561,0.2007054,2.353309,0.01860715,1.73032,1.73032
MAP3K5,FOS,5.47017,4.50E-08,7.347169,-0.3033384,-3.223243,0.001267478,-2.897059,-2.897044
MAP3K5,ZNF480,3.139999,0.001689486,2.772245,-0.2298001,-2.495601,0.0125744,-1.900513,-1.846409
MAP3K5,MITF,3.101572,0.00192496,2.715578,0.2739185,2.488561,0.01282614,1.891904,1.831903
MCF2L2,BACH1,3.487041,0.000488396,3.311228,-0.2060412,-2.334017,0.01959483,-1.707859,-1.697374
MCF2L2,JDP2,3.365971,0.000762747,3.117619,0.2169234,2.257662,0.02396675,1.620391,1.607106
MCF2L2,JUND,3.273883,0.001060805,2.974364,0.2637766,2.766298,0.005669671,2.246442,2.172342
MICAL2,JUND,5.032657,4.84E-07,6.315399,0.3085052,2.887245,0.00388631,2.410463,2.410409
MICAL2,JDP2,3.792413,0.000149191,3.826258,0.3214342,3.009268,0.002618783,2.581901,2.557899
MICAL2,NFE2L2,2.699572,0.00694288,2.15846,-0.2401798,-2.291194,0.02195222,-1.658522,-1.541473
NCF4,FOS,10.08545,6.41E-24,23.19332,-0.339902,-3.225461,0.001257702,-2.900422,-2.900422
NCF4,FOSL1,8.844361,9.21E-19,18.03596,0.2749872,2.257634,0.02396846,1.62036,1.62036
NES,NFE2L2,2.508217,0.0121342,1.915989,-0.280662,-2.842365,0.004478016,-2.348914,-1.780995
NES,E2F2,2.396889,0.01653491,1.781598,0.3064485,2.771296,0.005583361,2.253104,1.657065
NINL,FOS,8.921095,4.62E-19,18.33564,-0.3006897,-3.146166,0.001654261,-2.781396,-2.781396
NINL,NR6A1,2.490893,0.01274225,1.894754,-0.2627976,-2.777255,0.005482023,-2.261059,-1.741018
OSBPL8,FOS,8.1913,2.58E-16,15.58768,-0.3375155,-3.193383,0.001406164,-2.851964,-2.851964
OSBPL8,FOSL1,6.27116,3.58E-10,9.445672,0.2625923,2.168551,0.03011678,1.521191,1.521191
OSBPL8,MITF,2.323194,0.02016875,1.695321,0.3685612,3.115378,0.001837093,2.735869,1.658194
PLA2G7,FOS,5.763688,8.23E-09,8.084625,-0.2609409,-2.925919,0.003434401,-2.464149,-2.464148
PLA2G7,ZNF711,2.935022,0.003335245,2.476872,0.2806308,2.538648,0.01112819,1.953576,1.840845
PLTP,JUND,7.730537,1.07E-14,13.97024,0.3064086,3.30133,0.000962276,3.016701,3.016701
PSMA1,FOS,4.833998,1.34E-06,5.873485,-0.1710385,-2.246435,0.02467616,-1.607722,-1.607699
PSMA1,POU3F1,2.989043,0.002798531,2.55307,0.2771053,2.903525,0.00368988,2.432988,2.188553
RAB38,FOS,6.801983,1.03E-11,10.98637,-0.2066435,-2.455037,0.01408701,-1.851181,-1.851181
RAB38,JDP2,3.467778,0.000524781,3.280022,-0.1867457,-2.234127,0.0254747,-1.593891,-1.585259
RAB38,POU3F1,2.485686,0.01293021,1.888395,0.2949977,3.114298,0.001843833,2.734278,1.831202
RAB38,NR6A1,2.199265,0.02785909,1.555033,-0.2501256,-2.937786,0.003305653,-2.480743,-1.507622
RAC2,FOS,10.33088,5.11E-25,24.29167,-0.2181454,-2.450023,0.01428473,-1.845128,-1.845128
RAC2,FOSL1,9.726933,2.31E-22,21.63551,0.2484135,2.376665,0.01746996,1.757708,1.757708
RAC2,TRPS1,2.980442,0.00287833,2.540859,-0.4257256,-4.5975,4.28E-06,-5.368972,-2.540217
RAC2,ATF4,2.429905,0.01510277,1.820944,0.2819774,2.723893,0.00645174,2.190323,1.66843
RAC2,TET3,2.277694,0.02274482,1.643117,-0.2420025,-2.696831,0.007000285,-2.154884,-1.528915
RBM11,FOS,4.228626,2.35E-05,4.628704,-0.1714013,-2.442867,0.01457109,-1.836508,-1.835818
RBM11,GLI3,4.172697,3.01E-05,4.521412,0.2237508,2.46941,0.0135336,1.868587,1.867635
RBM11,HES2,3.127266,0.001764401,2.753403,0.2058929,2.247412,0.02461371,1.608823,1.579472
RBM11,CEBPB,2.672321,0.007532861,2.12304,0.232543,2.578709,0.00991704,2.003618,1.76007
RBM11,NR6A1,2.344013,0.01907753,1.719478,-0.2414076,-3.31314,0.000922548,-3.035011,-1.699351
RGS20,FOS,5.442997,5.24E-08,7.28074,-0.3098991,-3.124361,0.001781915,-2.749113,-2.7491
RPL12,LYL1,2.408018,0.01603941,1.794812,0.3377967,3.039758,0.002367685,2.625676,1.735912
RPL3,RFX5,3.546148,0.000390906,3.407927,0.2317506,2.154046,0.03123659,1.505336,1.500103
RPLP0,LYL1,2.39374,0.01667756,1.777868,0.2514959,2.53485,0.01124953,1.948865,1.556902
SHBG,BACH1,3.779974,0.000156845,3.80453,-0.2075848,-3.051773,0.002274943,-2.643029,-2.614138
SHBG,NFE2L2,3.669163,0.000243346,3.613775,-0.1795905,-2.64818,0.008092653,-2.091909,-2.079145
SHBG,JUND,3.514058,0.000441316,3.35525,0.1713694,2.411595,0.01588289,1.79907,1.787354
SLC9A9,FOS,6.976742,3.02E-12,11.51985,-0.2417952,-2.564447,0.01033404,-1.98573,-1.98573
SLC9A9,NR4A3,3.835554,0.000125282,3.902112,0.2566365,2.419891,0.01552514,1.808964,1.805528
SLC9A9,ZNF480,3.295341,0.000983022,3.007437,-0.2211538,-2.358032,0.01837209,-1.735841,-1.71361
SLC9A9,NR1H3,2.55905,0.01049587,1.978982,0.2621891,2.475417,0.01330805,1.875885,1.625907
SLC9A9,GLI3,2.479874,0.01314288,1.88131,0.260881,2.462337,0.0138035,1.860011,1.572433
SLC9A9,SP3,2.383785,0.0171356,1.766101,-0.2439011,-2.585506,0.009723618,-2.012172,-1.573609
SLC9A9,NR6A1,2.334572,0.01956582,1.708502,-0.2478754,-2.625249,0.008658567,-2.062554,-1.55199
SORBS1,FOS,6.547605,5.85E-11,10.23309,-0.199918,-2.515291,0.01189343,-1.924693,-1.924693
SORBS1,ZNF480,3.683253,0.000230276,3.637751,-0.2139544,-2.677369,0.007420288,-2.129579,-2.116404
SORBS1,GLI3,3.202648,0.001361704,2.865917,0.2364699,2.523664,0.01161388,1.935023,1.887403
SORBS1,SP1,3.194107,0.001402643,2.853053,0.2082061,2.197302,0.02799885,1.55286,1.532211
SORBS1,INSM1,2.451637,0.0142208,1.847076,0.2262368,2.405502,0.01615025,1.791821,1.520837
SORT1,FOS,8.964724,3.11E-19,18.50716,-0.3151224,-3.239129,0.001198951,-2.921198,-2.921198
SORT1,ATF4,3.474152,0.000512471,3.290331,0.2833524,2.440494,0.01466718,1.833653,1.818953
SORT1,FOXN3,2.285912,0.02225944,1.652486,-0.4530359,-4.547951,5.42E-06,-5.266236,-1.652383
SORT1,TRPS1,2.20879,0.02718926,1.565603,-0.450123,-4.520307,6.17E-06,-5.209364,-1.565507
SPRED1,FOS,8.124519,4.49E-16,15.34762,-0.2466829,-2.538335,0.01113814,-1.953187,-1.953187
SPRED1,NR6A1,2.529443,0.01142437,1.942168,-0.3135113,-3.156095,0.001598967,-2.79616,-1.885887
STX4,FOS,8.024782,1.02E-15,14.99265,-0.339067,-3.182192,0.001461649,-2.835157,-2.835157
SYCP2L,CEBPB,4.213673,2.51E-05,4.599893,0.2411623,2.97587,0.002921591,2.534381,2.530673
SYCP2L,GLI3,3.758481,0.000170948,3.767136,0.1925799,2.30624,0.02109721,1.675775,1.672344
SYCP2L,NR6A1,2.337724,0.01940157,1.712163,-0.2459774,-3.738548,0.000185086,-3.732626,-1.708119
SYT12,FOS,7.674672,1.66E-14,13.7803,-0.2808689,-3.149001,0.001638295,-2.785608,-2.785608
SYT12,GLI3,3.816414,0.000135405,3.868364,0.2627016,2.425646,0.01528117,1.815843,1.81207
TEAD4,FOSL2,10.20359,1.91E-24,23.71881,0.2691185,2.172941,0.02978476,1.526006,1.526006
TEAD4,FOS,9.915161,3.58E-23,22.44651,-0.3793591,-3.416217,0.000634977,-3.197242,-3.197242
TEAD4,FOSL1,9.010387,2.05E-19,18.68755,0.3133014,2.553749,0.01065699,1.972365,1.972365
TEAD4,THRB,3.100692,0.001930689,2.714288,0.4165481,3.443621,0.000573979,3.241104,2.601442
TGFBI,JUND,7.777739,7.38E-15,14.13175,0.1546462,2.160199,0.0307573,1.512052,1.512052
TGFBI,JDP2,6.253773,4.01E-10,9.397232,0.161797,2.266499,0.02342086,1.630397,1.630397
TGFBI,NFE2L2,3.911682,9.17E-05,4.03784,-0.1606984,-2.527565,0.01148566,-1.939844,-1.936432
THBS2,FOS,9.497581,2.15E-21,20.66792,-0.2146125,-2.177672,0.02943047,-1.531203,-1.531203
THBS2,JUND,8.604705,7.65E-18,17.11626,0.2643561,2.547021,0.01086468,1.963983,1.963983
THBS2,FOSL1,8.186764,2.68E-16,15.57131,0.2462503,2.36842,0.01786424,1.748016,1.748016
THBS2,JDP2,6.795989,1.08E-11,10.9683,0.2940335,2.839768,0.00451463,2.345378,2.345378
THBS2,ATF4,3.653242,0.00025895,3.586783,0.2435807,2.342086,0.0191763,1.717235,1.711521
THBS2,RUNX1,2.246027,0.02470226,1.607263,0.4031729,3.916352,8.99E-05,4.046246,1.605725
TMEM235,FOS,8.278728,1.24E-16,15.90484,-0.2548065,-2.742752,0.006092673,-2.215192,-2.215192
TMEM235,CEBPB,4.175162,2.98E-05,4.526113,0.2443481,2.303681,0.02124056,1.672834,1.672239
TMEM235,MAF,3.131521,0.001739031,2.759693,-0.1997614,-2.186248,0.02879743,-1.540646,-1.515894
TPD52L1,FOS,7.331277,2.28E-13,12.64212,-0.1708652,-2.262479,0.02366781,-1.625842,-1.625842
TPD52L1,GLI3,3.067546,0.002158244,2.665899,0.2385717,2.494658,0.01260787,1.899358,1.831535
TTC39B,JUNB,8.134252,4.14E-16,15.38249,-0.1901046,-2.207268,0.02729537,-1.563911,-1.563911
TTC39B,FOS,7.677383,1.62E-14,13.78949,-0.2845619,-3.174274,0.001502119,-2.823296,-2.823296
TTC39B,ATF4,4.027367,5.64E-05,4.248683,0.2903435,2.711313,0.006701725,2.173813,2.170198
VOPP1,FOS,8.711519,3.00E-18,17.52313,-0.1987381,-2.220123,0.02641042,-1.578225,-1.578225
VOPP1,FOSL1,8.170082,3.08E-16,15.51119,0.2654176,2.822874,0.004759526,2.322436,2.322436
WDR83OS,RREB1,2.444871,0.01449039,1.83892,-0.2906792,-3.018131,0.00254339,-2.594587,-1.76963
WEE1,POU3F1,3.002084,0.002681385,2.571641,-0.2146586,-2.261233,0.02374484,-1.624431,-1.579013
ZFP36L1,FOS,5.448155,5.09E-08,7.293325,-0.2628155,-3.177113,0.001487492,-2.827545,-2.827531
ZFP36L1,GLI3,3.236355,0.001210668,2.916975,0.2625118,2.611779,0.009007244,2.045408,1.991102
ZFP36L1,ZNF711,2.260919,0.02376426,1.624076,0.2780085,2.782547,0.005393406,2.268137,1.537161
ZFPM2,FOS,7.363531,1.79E-13,12.74689,-0.3360703,-3.092796,0.001982801,-2.702721,-2.702721
ZFPM2,GLI3,3.221827,0.001273758,2.894913,0.2813972,2.223834,0.02615959,1.582369,1.562249
ZFPM2,KLF4,2.827373,0.004693156,2.328535,-0.3098746,-2.867242,0.004140668,-2.38293,-2.054808
