TableS4 TF-DORC pairs with strong cis-regulations,,,,,,,,,
DORC,TF,Enrichment.Z,Enrichment.P,Enrichment.log10P,Corr,Corr.Z,Corr.P,Corr.log10P,Score
DYRK2,FOS,7.446324,9.60E-14,13.01783,-0.2686745,-2.895378,0.003787019,-2.421702,-2.421702
DYRK2,MAF,2.230525,0.02571264,1.589853,-0.2714898,-2.922626,0.003470937,-2.459553,-1.536192
EMP1,YBX1,3.330817,0.000865916,3.062524,0.3894252,3.578931,0.000345003,3.462177,2.916992
EMP1,BACH1,2.552697,0.01068924,1.971053,-0.2808241,-2.692481,0.007092265,-2.149215,-1.751887
EMP1,NFE2L2,2.518006,0.01180212,1.92804,-0.423159,-4.024285,5.71E-05,-4.242993,-1.925967
ESPL1,KLF4,4.538305,5.67E-06,5.246354,0.2712789,2.435658,0.01486472,1.827843,1.82768
ESYT3,FOS,7.456278,8.90E-14,13.05061,-0.2902164,-3.269338,0.001077995,-2.967383,-2.967383
ESYT3,THRB,2.546896,0.01086859,1.963827,0.2584576,2.3639,0.01808367,1.742713,1.541276
FA2H,FOS,4.231547,2.32E-05,4.634345,-0.1754998,-2.272986,0.023027,-1.637763,-1.637335
FA2H,GLI3,3.06226,0.002196726,2.658224,0.2462028,2.425089,0.01530464,1.815177,1.757763
FAIM,FOS,7.33743,2.18E-13,12.66207,-0.3126491,-3.282132,0.001030253,-2.987056,-2.987056
FAIM,MSANTD3,3.453072,0.00055424,3.256302,0.2605631,2.339991,0.01928423,1.714798,1.702726
FAIM,GLI3,3.425293,0.000614138,3.211734,0.2529526,2.265346,0.02349145,1.62909,1.618142
FAIM,TRPS1,2.49697,0.01252595,1.902189,-0.4422317,-4.553091,5.29E-06,-5.276845,-1.902008
GDA,FOS,6.291704,3.14E-10,9.503071,-0.2885537,-3.134538,0.001721247,-2.764157,-2.764157
GDA,GLI3,3.790677,0.000150237,3.823223,0.2550419,2.213608,0.02685577,1.570962,1.568604
GDA,KLF7,2.254677,0.02415359,1.617018,-0.269871,-2.950729,0.003170245,-2.498907,-1.564677
GFOD1,FOS,7.781012,7.19E-15,14.14299,-0.3411967,-3.157816,0.001589559,-2.798723,-2.798723
GFOD1,ZNF480,2.928366,0.00340749,2.467565,-0.2951177,-2.761001,0.005762455,-2.239392,-2.038564
GFOD1,NR6A1,2.770255,0.00560125,2.251715,-0.2717455,-2.559728,0.01047542,-1.979829,-1.795392
GFOD1,MITF,2.72362,0.006457068,2.189965,0.3988364,3.215071,0.001304124,2.884681,2.110543
GFOD1,THRB,2.238895,0.02516272,1.599242,0.4094727,3.306666,0.000944134,3.024967,1.583641
GFOD1,KLF4,2.219011,0.02648596,1.576984,-0.2986695,-2.791587,0.005245019,-2.280253,-1.500422
GPC4,FOS,5.81188,6.18E-09,8.209185,-0.2214057,-2.486621,0.01289625,-1.889536,-1.889536
GPC4,NR6A1,3.055462,0.002247137,2.64837,-0.3149045,-3.413535,0.00064126,-3.192966,-2.53956
GPC4,ZNF480,2.849308,0.004381443,2.358383,-0.2470113,-2.740466,0.006135218,-2.21217,-1.979234
GPC4,GLI3,2.400565,0.01636977,1.785957,0.2874555,2.558043,0.01052629,1.977724,1.573103
HES2,FOS,6.39875,1.57E-10,9.805057,-0.2385855,-2.578216,0.009931197,-2.002998,-2.002998
HES2,GLI3,3.493858,0.000476095,3.322307,0.2614312,2.25072,0.0244033,1.612551,1.604363
HES2,NR6A1,3.269071,0.001079013,2.966973,-0.3738513,-3.884552,0.000102519,-3.989196,-2.927595
HES2,KLF4,2.729512,0.006342815,2.197718,-0.2118606,-2.320119,0.02033445,-1.691768,-1.575963
ITGA6,FOS,10.10819,5.08E-24,23.29403,-0.3595371,-3.361812,0.000774327,-3.111076,-3.111076
ITGA6,ATF4,3.359034,0.000782155,3.106707,0.2688414,2.191956,0.02838266,1.546947,1.535471
KCNE1,FOS,7.315418,2.57E-13,12.59078,-0.2352173,-2.443213,0.01455714,-1.836924,-1.836924
KCNE1,PPARG,2.526252,0.01152868,1.93822,0.3183269,2.826301,0.004708906,2.32708,1.790933
KEL,FOS,8.307451,9.78E-17,16.00975,-0.2388857,-2.954708,0.003129648,-2.504504,-2.504504
KEL,GLI3,4.87937,1.06E-06,5.972955,0.2350323,2.361211,0.01821535,1.739562,1.739537
KEL,POU3F1,2.448166,0.01435856,1.842889,0.2613691,2.65663,0.007892602,2.10278,1.654865
KLK4,FOS,7.411907,1.24E-13,12.90484,-0.3448892,-3.523298,0.000426212,-3.370374,-3.370374
LIMK1,FOS,10.41885,2.03E-25,24.69167,-0.295908,-2.853548,0.0043234,-2.364175,-2.364175
LRRC28,FOS,5.559915,2.70E-08,7.568786,-0.1821233,-2.20089,0.0277438,-1.556834,-1.556834
LRRC28,GLI3,4.009101,6.10E-05,4.215023,0.234999,2.187696,0.02869178,1.542243,1.541347
LRRC28,JDP2,3.403824,0.000664497,3.177507,-0.1986801,-2.375086,0.01754487,-1.75585,-1.739983
LRRC28,NR6A1,3.11363,0.001848008,2.733296,-0.3352887,-3.812358,0.000137647,-3.861233,-2.702152
LRRC28,ZNF480,2.948794,0.003190169,2.496186,-0.2638477,-3.060721,0.002208049,-2.655991,-2.268317
LRRC28,KLF13,2.284238,0.02235757,1.650575,-0.2248634,-2.650563,0.008035773,-2.094972,-1.519796
MMP19,JUND,7.842923,4.40E-15,14.35637,0.1569115,2.16471,0.03040991,1.516985,1.516985
MMP19,FOSL1,6.723029,1.78E-11,10.74962,0.1594992,2.202668,0.02761819,1.558805,1.558805
MUC20,FOS,5.988916,2.11E-09,8.675215,-0.3248151,-3.273167,0.001063496,-2.973264,-2.973263
MUC20,ZNF711,2.935025,0.003335203,2.476878,0.3048645,2.61012,0.009051043,2.043301,1.90812
MUC20,NR6A1,2.296774,0.02163164,1.66491,-0.2682153,-2.744338,0.006063305,-2.217291,-1.559661
MYBPC3,JUNB,7.699841,1.36E-14,13.86571,-0.284783,-2.521118,0.01169826,-1.931879,-1.931879
MYBPC3,FOSL2,6.61616,3.69E-11,10.43339,0.3421676,2.577852,0.009941668,2.002541,2.002541
MYBPC3,FOS,6.26438,3.74E-10,9.426768,-0.4055032,-3.502931,0.000460169,-3.337083,-3.337083
MYBPC3,MITF,2.205461,0.02742174,1.561905,0.3831221,2.910933,0.003603516,2.443274,1.50967
NEAT1,CEBPB,2.280392,0.02258443,1.646191,0.1788624,2.717856,0.006570637,2.182393,1.537502
NRCAM,FOS,6.735115,1.64E-11,10.78568,-0.2978479,-3.033438,0.002417842,-2.616572,-2.616572
NRCAM,NR6A1,3.803183,0.000142849,3.845123,-0.2962223,-3.018332,0.002541705,-2.594875,-2.571187
NRCAM,ZNF480,3.514619,0.000440385,3.356167,-0.263777,-2.716827,0.006591109,-2.181041,-2.153132
OSBP2,FOS,8.749953,2.13E-18,17.67072,-0.2771756,-2.898857,0.003745257,-2.426518,-2.426518
OSBP2,KLF7,2.825578,0.004719535,2.326101,-0.2942798,-3.065879,0.002170309,-2.663478,-2.162437
PALLD,JUNB,8.395215,4.65E-17,16.33251,-0.3369907,-2.791171,0.005251766,-2.279695,-2.279695
PALLD,FOSL2,7.879589,3.28E-15,14.48352,0.3586066,2.729536,0.006342355,2.197749,2.197749
PALLD,FOS,7.720635,1.16E-14,13.93647,-0.4231632,-3.475092,0.000510679,-3.291852,-3.291852
PALLD,FOSL1,7.378765,1.60E-13,12.79652,0.3262684,2.472879,0.01340295,1.8728,1.8728
PALLD,MSANTD3,2.25399,0.02419678,1.616242,0.4352769,3.338041,0.000843714,3.073805,1.601711
PVT1,FOS,10.9864,4.44E-28,27.35233,-0.267842,-2.38666,0.01700222,-1.769494,-1.769494
PVT1,FOSL1,8.709068,3.06E-18,17.51374,0.3381285,2.788468,0.005295794,2.276069,2.276069
PVT1,JDP2,7.700905,1.35E-14,13.86932,0.2641137,2.156364,0.03105523,1.507865,1.507865
PVT1,ATF4,3.658256,0.000253937,3.595273,0.2875487,2.356505,0.01844782,1.734055,1.728226
PVT1,RREB1,2.378135,0.01740044,1.75944,-0.3700937,-3.259912,0.001114466,-2.952933,-1.732934
RPL18,KLF4,3.634314,0.000278721,3.55483,0.3001507,2.455027,0.01408739,1.85117,1.84278
RPL38,RFX5,3.27661,0.001050613,2.978557,0.2064158,2.351867,0.01867944,1.728636,1.705304
RPS6KA1,JUNB,8.200646,2.39E-16,15.62142,-0.1919773,-2.269885,0.02321454,-1.63424,-1.63424
RPS6KA1,FOS,6.478311,9.28E-11,10.03266,-0.2743536,-3.106537,0.001892927,-2.722866,-2.722866
RPS6KA1,GLI3,3.459542,0.000541096,3.266726,0.2520433,2.239795,0.02510425,1.600253,1.591222
SIGLEC1,FOS,7.227235,4.93E-13,12.30722,-0.2259053,-2.682802,0.007300824,-2.136628,-2.136628
SIGLEC1,NFE2L2,3.902821,9.51E-05,4.021919,-0.1805251,-2.204149,0.02751385,-1.560449,-1.558992
SNTB1,JUNB,7.436193,1.04E-13,12.98452,-0.2464449,-2.514278,0.01192762,-1.923446,-1.923446
SNTB1,FOS,5.907009,3.48E-09,8.457952,-0.3070155,-3.086426,0.002025786,-2.693407,-2.693406
SNTB1,ZNF711,2.910526,0.003608206,2.442709,0.2714312,2.377552,0.01742799,1.758753,1.678333
SNTB1,CEBPD,2.827862,0.004686001,2.329198,-0.2381735,-2.436147,0.01484464,-1.82843,-1.710833
SNTB1,ZNF480,2.705207,0.006826183,2.165822,-0.291768,-2.942399,0.003256804,-2.487208,-1.997369
SNTB1,NR1H3,2.364538,0.01805255,1.743461,0.3751873,3.357627,0.000786146,3.104497,1.725276
SNTB1,ESR1,2.307015,0.02105399,1.676666,-0.2899435,-2.925165,0.003442742,-2.463096,-1.612179
STAC2,FOS,7.615388,2.63E-14,13.58021,-0.2080353,-2.583917,0.009768541,-2.01017,-2.01017
STAC2,KLF8,2.813077,0.004906992,2.309185,0.2749741,2.793987,0.005206261,2.283474,1.996208
TBC1D8,FOS,11.25674,2.15E-29,28.66849,-0.3487833,-3.123804,0.001785293,-2.74829,-2.74829
TBC1D8,JUNB,11.15785,6.56E-29,28.18337,-0.2825503,-2.564055,0.01034572,-1.985239,-1.985239
TBC1D8,FOSL2,10.93781,7.60E-28,27.11909,0.2768347,2.163424,0.03050861,1.515578,1.515578
TBC1D8,FOSL1,9.657269,4.58E-22,21.33922,0.3102165,2.44554,0.01446355,1.839725,1.839725
TBC1D8,THRB,2.32589,0.0200244,1.698441,0.4386257,3.530753,0.000414379,3.382602,1.689721
THRB,FOS,7.345604,2.05E-13,12.6886,-0.3120074,-3.418767,0.000629056,-3.201311,-3.201311
THRB,MSANTD3,3.949565,7.83E-05,4.106275,0.2492669,2.300832,0.02140113,1.669563,1.668011
THRB,THRB,3.275153,0.001056049,2.976316,0.4480888,4.326902,1.51E-05,4.820387,2.970148
THRB,ATF4,3.188248,0.001431375,2.844247,0.2374726,2.180643,0.02920983,1.534471,1.514287
THRB,ZNF480,2.55794,0.01052943,1.977595,-0.216329,-2.443767,0.01453482,-1.83759,-1.603605
THRB,TRPS1,2.519517,0.0117516,1.929903,-0.3698912,-4.008624,6.11E-05,-4.214147,-1.927678
THRB,ZNF331,2.406934,0.01608708,1.793523,-0.2795761,-3.088279,0.002013191,-2.696115,-1.743093
TMTC1,GLI3,3.452926,0.00055454,3.256067,0.2428709,2.179509,0.02929389,1.533223,1.525315
TMTC1,KLF4,3.180756,0.001468911,2.833004,-0.2021433,-2.242675,0.02491779,-1.603491,-1.579218
TOB1,CEBPB,3.353443,0.000798129,3.097927,0.3163216,3.678265,0.000234826,3.629253,2.985997
TOB1,MXD1,3.081479,0.002059751,2.686185,-0.1906201,-2.72436,0.006442626,-2.190937,-2.071138
TOB1,GLI3,2.825649,0.004718491,2.326197,0.2033277,2.251163,0.02437521,1.613052,1.537921
TOB1,BACH2,2.632741,0.008469896,2.072122,-0.1808462,-2.600917,0.009297496,-2.031634,-1.752305
ZNF462,FOS,9.102529,8.83E-20,19.05427,-0.2841346,-3.038698,0.002376027,-2.624149,-2.624149
ZNF462,FOSL1,7.917926,2.42E-15,14.61707,0.2319272,2.189447,0.02856439,1.544175,1.544175
ZNF462,JDP2,6.778511,1.21E-11,10.91571,0.2578136,2.451698,0.01421838,1.84715,1.84715
ZNF462,ATF4,3.393142,0.000690959,3.160548,0.2410687,2.282058,0.02248594,1.648089,1.635236
ZNF462,CREB5,2.199929,0.02781192,1.555769,0.325836,3.140822,0.001684741,2.773467,1.530918
ABCB5,JUNB,7.36592,1.76E-13,12.75466,-0.2846446,-2.766401,0.005667875,-2.24658,-2.24658
ABCB5,FOS,7.32665,2.36E-13,12.62713,-0.2609039,-2.537695,0.01115853,-1.952393,-1.952393
ABCB5,FOSL2,6.399869,1.56E-10,9.80824,0.2435707,2.322184,0.02022305,1.694153,1.694153
ABCB5,FOSL1,6.012384,1.83E-09,8.737989,0.2258272,2.151251,0.03145643,1.502291,1.502291
ABCB5,JDP2,5.846931,5.01E-09,8.300401,0.3705507,3.545451,0.000391942,3.406778,3.406772
ABCB5,BACH2,4.033643,5.49E-05,4.26028,0.22601,2.153012,0.03131776,1.504209,1.503472
ABCB5,AHR,2.50998,0.0120738,1.918156,-0.3065653,-2.977576,0.002905379,-2.536797,-1.82553
ADAMTS15,JUNB,11.48206,1.62E-30,29.78949,-0.2632583,-2.352275,0.01865896,-1.729113,-1.729113
ADAMTS15,FOS,8.70918,3.06E-18,17.51417,-0.4198696,-3.654647,0.000257536,-3.589162,-3.589162
AKAP6,JUND,10.33083,5.11E-25,24.29144,0.2221612,2.322372,0.02021292,1.694371,1.694371
AKAP6,FOS,9.959411,2.29E-23,22.63937,-0.2368357,-2.659988,0.007814335,-2.107108,-2.107108
AKAP6,JDP2,6.743486,1.55E-11,10.8107,0.2153179,2.248088,0.0245706,1.609584,1.609584
AKAP6,ATF4,2.742697,0.006093684,2.21512,0.2492726,2.616662,0.008879414,2.051616,1.826261
ASPH,JUNB,10.19845,2.01E-24,23.6958,-0.2413548,-2.282918,0.02243522,-1.64907,-1.64907
ASPH,FOSL1,9.551643,1.28E-21,20.89396,0.2787796,2.496947,0.01252677,1.902161,1.902161
ASPH,JUND,9.458881,3.11E-21,20.50688,0.2451605,2.187998,0.02866971,1.542577,1.542577
ASPH,JDP2,9.273135,1.81E-20,19.74291,0.3296665,2.964581,0.00303095,2.518421,2.518421
ASPH,ATF4,4.653444,3.26E-06,5.486202,0.254889,2.2774,0.02276235,1.642783,1.642722
ASPH,NFE2L2,3.857952,0.000114341,3.941798,-0.2307756,-2.185698,0.0288377,-1.540039,-1.53837
ASPH,TEAD4,3.058628,0.002223529,2.652957,0.2522234,2.252904,0.02426517,1.615017,1.577825
ASPHD1,FOS,7.15069,8.63E-13,12.06377,-0.3062562,-3.731677,0.00019021,-3.720768,-3.720768
ASPHD1,THRB,2.65757,0.007870636,2.10399,0.3404176,3.63891,0.000273794,3.562575,2.089254
ATP9A,FOS,8.075424,6.72E-16,15.17236,-0.3005447,-3.108149,0.001882629,-2.725235,-2.725235
ATP9A,ZNF480,4.736888,2.17E-06,5.663491,-0.2473767,-2.594206,0.009480966,-2.023147,-2.023049
ATP9A,MITF,3.009687,0.002615168,2.5825,0.2769762,2.474399,0.01334604,1.874648,1.797885
ATP9A,NR6A1,2.879761,0.003979765,2.400143,-0.2422652,-2.544796,0.01093416,-1.961215,-1.827677
C11orf45,FOS,5.744052,9.24E-09,8.034152,-0.2863526,-3.574439,0.000350979,-3.454719,-3.454707
C11orf45,KLF8,3.099154,0.00194074,2.712033,0.2698649,2.831784,0.004628915,2.334521,2.183052
C11orf45,TRPS1,2.811175,0.00493609,2.306617,-0.331342,-4.092604,4.27E-05,-4.370025,-2.302898
C11orf45,THRB,2.300707,0.02140821,1.66942,0.3024537,3.207125,0.001340689,2.872672,1.643588
CDK18,JUND,9.306123,1.33E-20,19.87751,0.226602,2.554705,0.01062779,1.973557,1.973557
CDK18,FOXO3,3.894825,9.83E-05,4.00758,-0.1482626,-2.156642,0.0310336,-1.508168,-1.506837
CDK18,ATF4,2.663208,0.007739964,2.111261,0.2168333,2.431931,0.01501858,1.823371,1.645079
CENPM,KLF4,3.341404,0.000833558,3.079064,0.3021509,2.518922,0.01177147,1.929169,1.899794
CKS1B,KLF4,3.399359,0.00067544,3.170413,0.3040553,2.592622,0.009524728,2.021147,1.991667
COL27A1,FOS,7.683172,1.55E-14,13.80912,-0.1524137,-2.484518,0.0129727,-1.88697,-1.88697
COL27A1,MEF2A,2.253789,0.02420947,1.616015,-0.1749107,-2.813668,0.004897973,-2.309984,-1.537769
COLEC12,JUNB,9.970398,2.05E-23,22.68739,-0.2133481,-3.0021,0.002681239,-2.571664,-2.571664
COLEC12,FOS,9.135416,6.52E-20,19.18605,-0.1612187,-2.318732,0.02040958,-1.690166,-1.690166
COLEC12,NFE2L2,5.447871,5.10E-08,7.292633,-0.2304037,-3.225683,0.001256723,-2.90076,-2.900743
COLEC12,ATF4,3.106652,0.001892189,2.723035,0.2021278,2.444405,0.01450911,1.838359,1.785849
COLEC12,FOXO3,2.375038,0.01754713,1.755794,-0.1837388,-2.61395,0.00895021,-2.048167,-1.579379
CPEB2,FOS,7.01997,2.22E-12,11.65381,-0.2737308,-3.026457,0.00247438,-2.606534,-2.606534
CPEB2,ZNF480,2.751267,0.005936524,2.226468,-0.2638688,-2.923893,0.003456835,-2.461321,-2.028129
CPEB2,GLI3,2.457041,0.01400866,1.853603,0.2580614,2.504096,0.01227647,1.910927,1.583141
CPEB2,NR6A1,2.365112,0.0180246,1.744134,-0.2332195,-2.605146,0.009183519,-2.036991,-1.567952
DNAJC6,FOS,6.374935,1.83E-10,9.737452,-0.2765766,-3.158039,0.001588342,-2.799056,-2.799056
DNAJC6,ATF4,2.838385,0.00453425,2.343495,0.2459377,2.333951,0.01959828,1.707782,1.618999
DNAJC6,MSANTD3,2.649139,0.008069702,2.093143,0.2818965,2.711903,0.006689812,2.174586,1.832519
DNASE1L3,FOS,5.832667,5.45E-09,8.263217,-0.1549292,-2.18927,0.0285772,-1.54398,-1.54398
DNASE1L3,GLI3,3.89655,9.76E-05,4.010671,0.2269809,2.42438,0.01533456,1.814329,1.811616
DNASE1L3,OVOL1,3.072308,0.002124106,2.672824,0.2304942,2.466823,0.01363179,1.865447,1.803356
DNASE1L3,CEBPB,2.885348,0.003909811,2.407844,0.212275,2.246727,0.02465749,1.608051,1.545599
DNASE1L3,PBX4,2.842788,0.004472077,2.349491,0.2180071,2.315973,0.02055976,1.686982,1.603105
EPHB1,GLI3,3.612563,0.000303185,3.518292,0.2251077,2.263525,0.02360333,1.627027,1.621614
EPHB1,NR6A1,3.599856,0.000318394,3.497035,-0.276197,-3.359429,0.000781036,-3.107329,-2.958931
EPHB1,ZNF480,3.010683,0.00260661,2.583924,-0.2377956,-2.928694,0.003403895,-2.468024,-2.221731
EPHB1,NR1H3,2.98445,0.00284089,2.546546,0.2635338,2.694537,0.007048659,2.151893,2.005704
FER1L6,FOS,7.159703,8.09E-13,12.09231,-0.2427337,-2.986054,0.00282603,-2.548823,-2.548823
FER1L6,GLI3,2.584538,0.009750963,2.010952,0.2596146,2.603156,0.009237005,2.034469,1.723586
GALNT18,FOS,4.867915,1.13E-06,5.947761,-0.2174099,-3.020831,0.002520823,-2.598458,-2.598264
GALNT18,TRPS1,2.224799,0.02609474,1.583447,-0.3543741,-4.701531,2.58E-06,-5.588013,-1.583405
H2AFV,KLF4,3.949868,7.82E-05,4.106824,0.2491758,2.333777,0.01960742,1.707579,1.705885
HMG20B,FOSL2,10.92011,9.24E-28,27.03439,0.2856881,2.150926,0.03148202,1.501937,1.501937
HMG20B,FOS,10.57772,3.78E-26,25.42248,-0.328541,-2.931853,0.003369457,-2.47244,-2.47244
HMG20B,FOSL1,9.283555,1.64E-20,19.78538,0.2991824,2.262592,0.02366082,1.62597,1.62597
IER3,RFX5,3.093885,0.001975539,2.704314,0.2324108,2.207011,0.0273133,1.563626,1.534099
INCENP,KLF4,3.1354,0.001716202,2.765432,0.2980576,2.442758,0.01457552,1.836376,1.7887
ITGB8,JUNB,6.540474,6.13E-11,10.21237,-0.25716,-2.485672,0.01293072,-1.888377,-1.888377
ITGB8,JDP2,5.309598,1.10E-07,6.959131,0.3803221,3.672043,0.00024062,3.618669,3.618471
KCNJ1,JUNB,7.697687,1.39E-14,13.85839,-0.2315805,-2.397267,0.0165179,-1.782045,-1.782045
KCNJ1,FOS,5.558068,2.73E-08,7.564192,-0.3551551,-3.568132,0.000359536,-3.444258,-3.444225
KCNJ1,ZNF711,3.127659,0.001762048,2.753982,0.2877532,2.523406,0.01162243,1.934703,1.874064
KCNJ1,KLF8,2.489321,0.01279872,1.892833,0.2908931,2.553156,0.01067516,1.971626,1.63195
KIF22,FOXN2,4.744577,2.09E-06,5.679973,0.2265179,2.168856,0.03009362,1.521526,1.521496
LAMA3,FOSL1,8.420013,3.76E-17,16.4243,0.2457523,2.173077,0.02977452,1.526155,1.526155
LAMA3,FOS,7.840771,4.48E-15,14.34893,-0.2845318,-2.950321,0.003174442,-2.498333,-2.498333
LAMA3,MSANTD3,2.430045,0.01509693,1.821111,0.2811663,2.515233,0.01189536,1.924622,1.571659
LAMA3,KLF8,2.393852,0.01667247,1.778,0.3174641,2.865929,0.004157874,2.381129,1.682751
LGALS3,GLI3,5.928326,3.06E-09,8.514225,0.182429,2.407612,0.01605723,1.794329,1.794329
LGALS3,CEBPB,4.850917,1.23E-06,5.910477,0.2809352,3.857981,0.000114328,3.941849,3.937206
LGALS3,KLF8,2.805816,0.005018942,2.299388,0.2210483,2.976228,0.002918179,2.534888,2.101139
LINC01091,DDIT3,7.063506,1.62E-12,11.78954,0.2161245,2.202326,0.02764227,1.558426,1.558426
LINC01091,CEBPB,4.908463,9.18E-07,6.037191,0.2496803,2.58477,0.009744396,2.011245,2.011205
LINC01091,GLI3,4.358793,1.31E-05,4.883453,0.2417672,2.494582,0.01261056,1.899266,1.898821
LINC01091,JDP2,2.781127,0.005417058,2.266237,-0.1737203,-2.240826,0.02503733,-1.601412,-1.518289
LINC01091,NR6A1,2.432931,0.01497717,1.82457,-0.2626732,-3.254643,0.001135348,-2.944871,-1.793295
MEIKIN,JUND,8.26267,1.42E-16,15.84634,0.211026,2.669487,0.007596719,2.119374,2.119374
MEIKIN,JDP2,6.047562,1.47E-09,8.832522,0.1809926,2.281053,0.02254532,1.646944,1.646944
MEIKIN,MAFK,3.663926,0.000248378,3.604886,0.1930164,2.436562,0.01482762,1.828929,1.82182
MITF,FOS,7.339835,2.14E-13,12.66988,-0.3524471,-3.830295,0.00012799,-3.892825,-3.892825
MITF,JUNB,7.023062,2.17E-12,11.66342,-0.2389426,-2.668983,0.007608131,-2.118722,-2.118722
MITF,THRB,3.489172,0.000484519,3.314689,0.350438,3.361217,0.000775999,3.110139,2.89958
NEDD9,GLI3,5.683043,1.32E-08,7.878377,0.2164779,2.271643,0.02310808,1.636236,1.636236
NEDD9,NFE2L2,4.585186,4.54E-06,5.343344,-0.1930475,-2.537581,0.01116217,-1.952251,-1.952077
NEDD9,KLF7,3.358361,0.000784063,3.105649,-0.20323,-2.657159,0.007880233,-2.103461,-2.062577
NEDD9,CEBPB,3.357882,0.00078542,3.104898,0.3367173,3.683664,0.000229905,3.638452,2.993472
PCSK6,JUND,7.798282,6.28E-15,14.20235,0.2369933,2.742284,0.006101354,2.214574,2.214574
PCSK6,JDP2,7.138964,9.40E-13,12.0267,0.2415843,2.796148,0.005171576,2.286377,2.286377
PDE2A,FOS,8.110385,5.05E-16,15.29705,-0.1987247,-2.515527,0.01188544,-1.924985,-1.924985
PDE2A,CEBPB,3.978022,6.95E-05,4.158071,0.2445261,2.462519,0.01379647,1.860232,1.85808
PLAUR,JUN,6.103591,1.04E-09,8.984172,0.175835,2.393348,0.01669539,1.777403,1.777403
PLAUR,FOSL1,5.019679,5.18E-07,6.286023,0.2268612,3.124646,0.001780191,2.749533,2.749407
PLCL1,FOS,6.65461,2.84E-11,10.5466,-0.2186076,-2.450453,0.01426765,-1.845648,-1.845648
PLCL1,EGR2,5.458022,4.81E-08,7.317434,0.2537897,2.368623,0.01785446,1.748253,1.748252
PLCL1,MITF,3.082352,0.002053716,2.68746,0.2527897,2.358421,0.01835285,1.736297,1.691033
PLCL1,NR6A1,2.880216,0.003974033,2.400768,-0.2814402,-3.091429,0.001991955,-2.700721,-2.224894
PLCL1,NR1H3,2.342832,0.01913799,1.718104,0.2988628,2.828429,0.004677715,2.329966,1.624772
PLCL1,CEBPD,2.27168,0.02310582,1.636279,-0.2392466,-2.660999,0.007790921,-2.108411,-1.512625
RABGEF1,JUNB,7.137919,9.48E-13,12.0234,-0.2428819,-2.384993,0.01707943,-1.767527,-1.767527
RABGEF1,FOS,7.117568,1.10E-12,11.95921,-0.3301276,-3.162826,0.001562455,-2.806192,-2.806192
RABGEF1,ZNF711,2.822532,0.004764601,2.321973,0.2837564,2.310215,0.02087623,1.680348,1.592756
RAPGEF3,GLI3,4.380676,1.18E-05,4.926973,0.2380169,2.647062,0.008119455,2.090473,2.089846
RAPGEF3,CEBPB,4.293448,1.76E-05,4.754686,0.2096941,2.293338,0.02182854,1.660975,1.660633
RASAL2,FOS,8.712321,2.98E-18,17.5262,-0.3368077,-3.295681,0.000981835,-3.007961,-3.007961
RASAL2,ATF4,4.596221,4.30E-06,5.366307,0.2819338,2.268068,0.02332508,1.632177,1.632099
RASAL2,ZNF711,2.863086,0.004195365,2.37723,0.2791463,2.243002,0.02489666,1.603859,1.537788
RASGRF1,FOS,6.939476,3.94E-12,11.40499,-0.3656602,-3.512016,0.000444722,-3.351912,-3.351912
RASGRF1,JUNB,6.666781,2.61E-11,10.58257,-0.2207771,-2.207799,0.02725826,-1.564502,-1.564502
RASGRF1,ZNF711,2.31576,0.02057136,1.686737,0.3388744,2.830102,0.004653312,2.332238,1.599826
RDX,JUNB,10.44788,1.50E-25,24.82439,-0.2398148,-2.359921,0.01827884,-1.738051,-1.738051
RDX,FOS,8.568869,1.05E-17,16.98086,-0.3563783,-3.404529,0.000662782,-3.178629,-3.178629
SEMA5A,FOS,10.00946,1.39E-23,22.85853,-0.310875,-3.4127,0.000643227,-3.191636,-3.191636
SEMA5A,JUNB,9.972647,2.01E-23,22.69723,-0.2107262,-2.371669,0.01770795,-1.751832,-1.751832
SEMA5A,TRPS1,2.73583,0.006222309,2.206048,-0.3565189,-3.887161,0.000101424,-3.993861,-2.19907
SH3BP5,JUNB,9.938044,2.84E-23,22.54614,-0.2227123,-2.183218,0.02901974,-1.537306,-1.537306
SH3BP5,FOS,8.459624,2.68E-17,16.57147,-0.3379911,-3.194977,0.001398418,-2.854363,-2.854363
SH3BP5,FOSL1,7.944296,1.95E-15,14.7093,0.277052,2.203026,0.02759292,1.559202,1.559202
SH3BP5,MAF,2.379795,0.01732229,1.761395,-0.332742,-3.148908,0.001638818,-2.785469,-1.722787
SH3RF2,FOS,7.907875,2.62E-15,14.582,-0.24049,-2.764646,0.005698462,-2.244242,-2.244242
SH3RF2,KLF7,3.459123,0.000541938,3.266051,-0.2976487,-3.357487,0.000786544,-3.104277,-2.876784
SH3RF2,NR6A1,2.84047,0.004504708,2.346333,-0.2824082,-3.199415,0.001377069,-2.861044,-2.23095
SH3RF2,GLI3,2.578711,0.00991696,2.003621,0.2612187,2.438994,0.01472821,1.83185,1.61085
SLC11A1,FOS,8.111024,5.02E-16,15.29934,-0.1456756,-2.217161,0.02661212,-1.574921,-1.574921
SLC11A1,JUNB,6.326554,2.51E-10,9.600852,-0.1462928,-2.226097,0.02600766,-1.584899,-1.584899
SLC27A3,FOS,6.478877,9.24E-11,10.03429,-0.268539,-2.633705,0.008445892,-2.073354,-2.073354
